Data,Categoria,Receita,Canal de Venda
01/01/2024  10:59:45,Serviços,3229.35,Marketplace C
01/01/2024  14:20:19,Vendas Online,3443.95,Site RJ
02/01/2024  02:20:23,Vendas Online,4267.74,Marketplace B
02/01/2024  14:18:02,Vendas Online,3647.0,Loja Física RJ
06/01/2024  02:34:06,Vendas Presencial,2725.25,Marketplace B
07/01/2024  16:52:39,Assinaturas,4126.37,Loja Física RJ
09/01/2024  13:21:43,Marketplace,4815.41,Site RJ
12/01/2024  23:02:34,Assinaturas,3737.38,Marketplace B
15/01/2024  11:03:56,Serviços,3106.02,Marketplace C
15/01/2024  22:39:15,Serviços,3316.04,Loja Física RJ
17/01/2024  23:05:21,Marketplace,3459.36,Loja Física RJ
18/01/2024  08:11:18,Marketplace,2905.27,Loja Física RJ
18/01/2024  12:55:43,Vendas Online,2834.41,Marketplace B
20/01/2024  14:32:23,Assinaturas,3409.1,Marketplace C
20/01/2024  23:40:51,Vendas Online,4078.57,Loja Física RJ
21/01/2024  15:27:57,Marketplace,4448.93,Marketplace C
22/01/2024  14:00:31,Assinaturas,3206.81,Loja Física RJ
25/01/2024  01:19:27,Marketplace,2691.8,Site RJ
26/01/2024  00:10:20,Vendas Presencial,2572.09,Loja Física RJ
28/01/2024  17:23:07,Vendas Presencial,2906.15,Loja Física RJ
