Data,Categoria,Receita,Canal de Venda
02/03/2024  16:55:51,Marketplace,4729.94,Loja Física RJ
04/03/2024  01:40:21,Marketplace,3458.93,Marketplace C
05/03/2024  03:41:26,Assinaturas,4174.58,Loja Física RJ
07/03/2024  21:45:16,Marketplace,2811.77,Site RJ
08/03/2024  08:38:37,Assinaturas,2480.45,Site RJ
10/03/2024  18:21:40,Vendas Online,4717.01,Site RJ
11/03/2024  14:14:29,Marketplace,2603.41,Marketplace C
11/03/2024  23:26:52,Vendas Presencial,3775.31,Marketplace B
15/03/2024  07:20:36,Serviços,4355.41,Marketplace C
15/03/2024  09:07:30,Vendas Presencial,3349.67,Site RJ
18/03/2024  16:52:18,Vendas Online,3919.45,Marketplace B
19/03/2024  02:35:49,Vendas Online,4316.04,Marketplace B
19/03/2024  09:36:12,Serviços,4213.76,Site RJ
20/03/2024  20:12:48,Vendas Online,4748.57,Loja Física RJ
25/03/2024  02:55:50,Marketplace,3489.47,Marketplace C
26/03/2024  15:51:03,Serviços,4704.38,Site RJ
26/03/2024  16:54:54,Vendas Online,3368.22,Loja Física RJ
27/03/2024  08:29:28,Vendas Presencial,4134.92,Marketplace C
29/03/2024  14:47:56,Vendas Presencial,3086.9,Marketplace B
30/03/2024  16:23:01,Serviços,3859.81,Loja Física RJ
