Data;Categoria;Receita;Canal de Venda
08/08/2024 20:22;Casa & Cozinha;37773;Parcerias
04/08/2024 05:29;Beleza;48735;Marketplace
02/08/2024 20:40;Acessórios;21544;Marketplace
11/08/2024 06:53;Beleza;46175;Parcerias
14/08/2024 14:20;Beleza;10756;Loja Virtual
09/08/2024 14:40;Casa & Cozinha;2525;Parcerias
04/08/2024 07:07;Esportes;7379;Loja Virtual
23/08/2024 08:39;Beleza;30963;Parcerias
14/08/2024 03:59;Esportes;50;Parcerias
25/08/2024 02:45;Roupas;82368;Marketplace
24/08/2024 15:18;Acessórios;10337;Parcerias
09/08/2024 15:09;Esportes;33826;Marketplace
20/08/2024 06:45;Produtos Eletrônicos;37065;Loja Virtual
19/08/2024 12:55;Beleza;40438;Marketplace
29/08/2024 09:42;Calçados;32352;Parcerias
29/08/2024 02:33;Beleza;2958;Parcerias
13/08/2024 19:22;Calçados;27962;Loja Virtual
07/08/2024 00:27;Calçados;50;Parcerias
31/08/2024 11:51;Beleza;28694;Marketplace
31/08/2024 05:56;Esportes;46162;Marketplace
24/08/2024 02:20;Casa & Cozinha;43758;Loja Virtual
