Data;Categoria;Receita;Canal de Venda
13/07/2025 20:09;Roupas;50;Marketplace
15/07/2025 00:47;Produtos Eletrônicos;28832;Loja Virtual
31/07/2025 00:55;Esportes;29858;Loja Virtual
16/07/2025 12:10;Esportes;9508;Parcerias
31/07/2025 05:13;Produtos Eletrônicos;14036;Loja Virtual
20/07/2025 22:11;Roupas;40377;Parcerias
21/07/2025 09:13;Roupas;17056;Loja Virtual
15/07/2025 11:47;Calçados;36362;Loja Virtual
23/07/2025 03:44;Produtos Eletrônicos;50;Marketplace
14/07/2025 21:57;Acessórios;36063;Parcerias
19/07/2025 11:44;Casa & Cozinha;35125;Parcerias
22/07/2025 18:55;Produtos Eletrônicos;12835;Loja Virtual
06/07/2025 10:48;Acessórios;65306;Loja Virtual
24/07/2025 06:14;Acessórios;52251;Marketplace
16/07/2025 09:48;Roupas;4007;Parcerias
30/07/2025 12:29;Calçados;88041;Loja Virtual
09/07/2025 09:48;Produtos Eletrônicos;31951;Marketplace
24/07/2025 07:33;Beleza;2955;Parcerias
09/07/2025 04:56;Casa & Cozinha;31222;Marketplace
21/07/2025 18:18;Calçados;50813;Parcerias
23/07/2025 11:26;Calçados;57812;Loja Virtual
31/07/2025 02:36;Beleza;53946;Loja Virtual
16/07/2025 04:17;Acessórios;63469;Marketplace
05/07/2025 04:47;Calçados;253;Loja Virtual
07/07/2025 15:52;Beleza;25986;Loja Virtual
20/07/2025 13:05;Esportes;32113;Parcerias
03/07/2025 15:22;Beleza;26734;Marketplace
06/07/2025 16:00;Acessórios;32262;Marketplace
