Data,Categoria,Receita,Canal de Venda
04/07/2024  01:08:56,Assinaturas,3751.14,Loja Física RJ
04/07/2024  21:12:40,Marketplace,4937.41,Marketplace C
06/07/2024  04:39:19,Assinaturas,5953.29,Marketplace B
06/07/2024  17:35:40,Assinaturas,4095.03,Marketplace C
07/07/2024  16:17:33,Vendas Online,5312.07,Loja Física RJ
09/07/2024  14:27:21,Vendas Online,3434.63,Marketplace C
11/07/2024  05:03:41,Vendas Presencial,4021.59,Marketplace C
13/07/2024  15:10:49,Vendas Online,3587.74,Marketplace C
14/07/2024  22:21:08,Marketplace,5046.04,Marketplace C
18/07/2024  01:08:55,Serviços,5927.01,Site RJ
20/07/2024  18:26:10,Marketplace,4599.53,Marketplace C
23/07/2024  02:22:38,Assinaturas,5700.75,Site RJ
23/07/2024  07:07:42,Vendas Presencial,5930.09,Loja Física RJ
23/07/2024  12:21:23,Serviços,4777.94,Loja Física RJ
24/07/2024  18:01:19,Assinaturas,3592.15,Marketplace B
24/07/2024  21:29:42,Vendas Online,4870.18,Marketplace C
29/07/2024  00:31:42,Serviços,5739.49,Marketplace C
29/07/2024  10:05:56,Marketplace,4249.84,Site RJ
29/07/2024  15:24:24,Vendas Online,4412.74,Marketplace C
30/07/2024  14:37:36,Vendas Presencial,3782.34,Loja Física RJ
