Data,Categoria,Receita,Canal de Venda
01/04/2024  04:40:02,Vendas Presencial,2622.17,Marketplace B
03/04/2024  11:27:41,Vendas Online,2986.6,Marketplace B
04/04/2024  07:29:53,Vendas Online,3761.53,Site RJ
04/04/2024  23:17:41,Serviços,3864.46,Marketplace C
06/04/2024  03:43:10,Serviços,3705.09,Marketplace B
07/04/2024  23:47:22,Serviços,3030.41,Marketplace B
11/04/2024  05:16:21,Assinaturas,4060.05,Loja Física RJ
13/04/2024  10:00:36,Assinaturas,3527.96,Loja Física RJ
13/04/2024  16:12:09,Vendas Presencial,4029.41,Site RJ
14/04/2024  11:42:09,Serviços,4264.78,Site RJ
15/04/2024  06:29:39,Marketplace,2661.22,Loja Física RJ
15/04/2024  13:35:05,Serviços,2912.93,Marketplace B
18/04/2024  07:44:33,Vendas Presencial,3405.49,Marketplace C
18/04/2024  22:18:08,Marketplace,2910.86,Marketplace C
19/04/2024  16:33:03,Serviços,3983.83,Marketplace C
22/04/2024  03:42:54,Marketplace,3999.68,Marketplace C
24/04/2024  12:40:03,Vendas Presencial,3659.57,Marketplace B
27/04/2024  22:09:34,Serviços,3533.02,Loja Física RJ
28/04/2024  11:12:40,Serviços,4205.06,Loja Física RJ
29/04/2024  08:48:57,Vendas Presencial,3476.88,Marketplace C
