Data;Categoria;Receita;Canal de Venda
13/12/2024 18:41;Calçados;25904;Loja Virtual
25/12/2024 20:20;Casa & Cozinha;24038;Parcerias
10/12/2024 14:10;Esportes;17867;Marketplace
13/12/2024 07:54;Calçados;21337;Loja Virtual
16/12/2024 07:24;Casa & Cozinha;1846;Marketplace
24/12/2024 13:01;Casa & Cozinha;50;Marketplace
13/12/2024 09:00;Esportes;48613;Loja Virtual
08/12/2024 05:29;Beleza;50;Marketplace
13/12/2024 17:32;Acessórios;35005;Marketplace
06/12/2024 18:40;Beleza;31459;Marketplace
10/12/2024 02:57;Acessórios;7465;Parcerias
13/12/2024 19:54;Produtos Eletrônicos;20731;Loja Virtual
15/12/2024 14:15;Casa & Cozinha;59241;Loja Virtual
07/12/2024 06:07;Roupas;34924;Marketplace
07/12/2024 20:01;Acessórios;26024;Marketplace
18/12/2024 13:22;Acessórios;3523;Loja Virtual
29/12/2024 19:17;Esportes;63703;Loja Virtual
28/12/2024 05:49;Beleza;14294;Loja Virtual
14/12/2024 00:48;Casa & Cozinha;50;Parcerias
25/12/2024 14:41;Beleza;12454;Marketplace
21/12/2024 03:42;Beleza;4131;Parcerias
20/12/2024 19:32;Casa & Cozinha;14964;Parcerias
16/12/2024 22:58;Roupas;49416;Marketplace
31/12/2024 11:01;Casa & Cozinha;2378;Parcerias
26/12/2024 19:53;Esportes;33695;Marketplace
15/12/2024 11:46;Acessórios;14328;Marketplace
