Data,Categoria,Receita,Canal de Venda
03/05/2025  00:53:10,Vendas Online,4715.36,Loja Física RJ
03/05/2025  18:08:20,Serviços,3534.31,Loja Física RJ
08/05/2025  13:55:52,Vendas Presencial,5544.74,Marketplace B
12/05/2025  00:24:34,Vendas Presencial,3094.38,Site RJ
13/05/2025  18:09:46,Vendas Online,3406.42,Marketplace B
13/05/2025  21:59:07,Assinaturas,3945.56,Loja Física RJ
14/05/2025  00:21:14,Serviços,3740.4,Loja Física RJ
15/05/2025  19:02:35,Serviços,3114.47,Marketplace C
16/05/2025  17:06:59,Vendas Presencial,3444.2,Loja Física RJ
19/05/2025  17:21:47,Assinaturas,2966.22,Loja Física RJ
21/05/2025  06:16:33,Assinaturas,3575.23,Marketplace B
22/05/2025  05:05:25,Marketplace,5639.99,Site RJ
22/05/2025  05:11:14,Marketplace,3605.74,Marketplace C
23/05/2025  01:25:55,Assinaturas,4269.78,Marketplace B
24/05/2025  15:42:32,Vendas Presencial,3037.33,Marketplace B
25/05/2025  10:34:28,Vendas Online,3495.81,Marketplace C
29/05/2025  03:54:32,Vendas Presencial,5271.41,Marketplace C
29/05/2025  12:33:49,Vendas Presencial,5578.22,Site RJ
29/05/2025  18:34:52,Vendas Presencial,3666.06,Site RJ
31/05/2025  23:01:31,Serviços,3225.37,Loja Física RJ
