Data;Categoria;Receita;Canal de Venda
06/09/2025 21:04;Roupas;22254;Loja Virtual
08/09/2025 18:22;Calçados;57593;Parcerias
16/09/2025 03:20;Esportes;56176;Loja Virtual
25/09/2025 03:14;Beleza;17546;Loja Virtual
05/09/2025 22:57;Acessórios;20146;Parcerias
23/09/2025 19:19;Calçados;29152;Loja Virtual
01/09/2025 00:01;Produtos Eletrônicos;12847;Marketplace
23/09/2025 15:55;Calçados;60975;Parcerias
07/09/2025 09:27;Casa & Cozinha;31154;Loja Virtual
04/09/2025 18:00;Casa & Cozinha;47921;Parcerias
20/09/2025 10:34;Esportes;19115;Parcerias
06/09/2025 18:08;Esportes;52132;Marketplace
01/09/2025 16:51;Calçados;50;Marketplace
02/09/2025 15:20;Produtos Eletrônicos;7385;Loja Virtual
30/09/2025 02:44;Acessórios;15904;Loja Virtual
29/09/2025 03:32;Produtos Eletrônicos;29637;Parcerias
06/09/2025 23:14;Beleza;9453;Loja Virtual
10/09/2025 06:34;Produtos Eletrônicos;4204;Marketplace
27/09/2025 22:25;Esportes;20993;Loja Virtual
04/09/2025 13:22;Calçados;44156;Marketplace
18/09/2025 12:33;Esportes;50;Loja Virtual
21/09/2025 19:37;Beleza;309;Loja Virtual
