Data,Categoria,Receita,Canal de Venda
08/08/2024  12:27:44,Vendas Online,5176.02,Marketplace C
09/08/2024  06:09:18,Vendas Online,5339.21,Site RJ
10/08/2024  23:03:47,Vendas Presencial,4940.1,Marketplace C
11/08/2024  11:52:39,Assinaturas,3213.23,Marketplace B
11/08/2024  16:56:06,Assinaturas,3746.44,Marketplace B
12/08/2024  01:30:15,Vendas Presencial,4092.98,Site RJ
14/08/2024  07:13:20,Vendas Presencial,3537.76,Marketplace C
15/08/2024  04:28:40,Assinaturas,5643.77,Marketplace B
15/08/2024  08:12:45,Serviços,4144.78,Loja Física RJ
19/08/2024  10:44:12,Vendas Presencial,5165.99,Marketplace C
20/08/2024  10:05:33,Assinaturas,3318.51,Loja Física RJ
20/08/2024  14:48:20,Vendas Online,3045.04,Marketplace C
20/08/2024  23:17:04,Assinaturas,4670.01,Loja Física RJ
21/08/2024  15:50:17,Serviços,5566.17,Marketplace C
21/08/2024  20:48:26,Vendas Online,3922.76,Marketplace C
25/08/2024  06:50:49,Marketplace,4823.53,Marketplace B
26/08/2024  08:20:31,Marketplace,3234.94,Marketplace B
26/08/2024  20:36:58,Vendas Presencial,4056.74,Marketplace B
27/08/2024  07:31:36,Assinaturas,2901.37,Site RJ
27/08/2024  20:12:59,Serviços,3671.65,Site RJ
