Data;Categoria;Receita;Canal de Venda
11/02/2024 21:52;Beleza;12842;Parcerias
09/02/2024 16:46;Calçados;41667;Marketplace
27/02/2024 03:44;Beleza;2039;Loja Virtual
03/02/2024 20:01;Calçados;33172;Marketplace
15/02/2024 13:23;Casa & Cozinha;14376;Parcerias
24/02/2024 10:00;Calçados;14218;Marketplace
20/02/2024 03:05;Esportes;38627;Marketplace
21/02/2024 14:32;Esportes;8228;Marketplace
03/02/2024 23:42;Casa & Cozinha;8255;Marketplace
07/02/2024 06:43;Produtos Eletrônicos;14736;Loja Virtual
25/02/2024 05:38;Acessórios;49359;Loja Virtual
27/02/2024 11:01;Roupas;10642;Parcerias
23/02/2024 21:27;Roupas;2954;Parcerias
07/02/2024 23:12;Beleza;29411;Parcerias
28/02/2024 15:07;Esportes;4958;Loja Virtual
14/02/2024 16:48;Produtos Eletrônicos;28882;Marketplace
16/02/2024 23:48;Casa & Cozinha;18844;Marketplace
16/02/2024 10:07;Beleza;14035;Loja Virtual
14/02/2024 13:22;Esportes;48595;Parcerias
06/02/2024 17:27;Roupas;34678;Parcerias
22/02/2024 09:54;Acessórios;7266;Marketplace
21/02/2024 14:40;Produtos Eletrônicos;2903;Marketplace
25/02/2024 14:35;Produtos Eletrônicos;35696;Marketplace
