Data;Categoria;Receita;Canal de Venda
18/03/2025 14:07;Roupas;35667;Parcerias
09/03/2025 10:51;Calçados;49364;Parcerias
13/03/2025 14:13;Casa & Cozinha;21966;Loja Virtual
24/03/2025 23:22;Casa & Cozinha;54052;Marketplace
21/03/2025 19:14;Esportes;31152;Parcerias
12/03/2025 17:14;Casa & Cozinha;8262;Marketplace
05/03/2025 21:14;Produtos Eletrônicos;46303;Marketplace
16/03/2025 11:12;Esportes;50508;Parcerias
06/03/2025 12:20;Casa & Cozinha;30296;Loja Virtual
14/03/2025 11:42;Casa & Cozinha;49584;Parcerias
25/03/2025 16:16;Esportes;42444;Loja Virtual
06/03/2025 12:52;Casa & Cozinha;20546;Marketplace
30/03/2025 01:47;Esportes;37062;Loja Virtual
08/03/2025 14:53;Produtos Eletrônicos;13565;Parcerias
14/03/2025 20:01;Acessórios;18698;Marketplace
05/03/2025 20:02;Esportes;74704;Marketplace
09/03/2025 01:25;Calçados;52044;Parcerias
15/03/2025 21:06;Esportes;46147;Loja Virtual
19/03/2025 16:33;Esportes;6674;Parcerias
23/03/2025 09:08;Roupas;31652;Loja Virtual
15/03/2025 13:35;Esportes;43663;Parcerias
21/03/2025 01:50;Acessórios;7989;Marketplace
05/03/2025 17:39;Esportes;14509;Marketplace
12/03/2025 05:06;Acessórios;22192;Parcerias
25/03/2025 16:59;Roupas;41789;Marketplace
