Data,Categoria,Receita,Canal de Venda
01/05/2024  09:15:01,Serviços,5061.13,Loja Física RJ
01/05/2024  15:14:53,Vendas Presencial,4098.64,Marketplace B
04/05/2024  16:45:30,Serviços,4688.97,Marketplace C
04/05/2024  19:14:46,Marketplace,5658.23,Marketplace B
07/05/2024  02:05:45,Serviços,5104.24,Loja Física RJ
12/05/2024  11:57:59,Vendas Presencial,5807.86,Marketplace C
13/05/2024  04:58:24,Vendas Online,3891.82,Marketplace C
14/05/2024  05:54:33,Serviços,5353.11,Loja Física RJ
15/05/2024  08:36:53,Vendas Online,5039.88,Loja Física RJ
18/05/2024  11:04:44,Vendas Presencial,3920.97,Marketplace C
20/05/2024  14:31:37,Assinaturas,4625.65,Site RJ
20/05/2024  18:05:20,Vendas Presencial,4438.03,Loja Física RJ
21/05/2024  18:56:57,Assinaturas,5619.54,Marketplace C
23/05/2024  11:51:51,Marketplace,5201.56,Loja Física RJ
25/05/2024  17:34:11,Assinaturas,3264.51,Site RJ
27/05/2024  01:15:35,Vendas Presencial,3516.16,Marketplace C
27/05/2024  14:26:35,Serviços,4003.48,Marketplace B
28/05/2024  08:09:45,Marketplace,4859.72,Marketplace C
28/05/2024  22:15:50,Serviços,3294.69,Marketplace B
29/05/2024  07:28:41,Vendas Presencial,3748.81,Marketplace B
