Data;Categoria;Receita;Canal de Venda
09/03/2024 13:07;Calçados;42521;Marketplace
02/03/2024 17:58;Produtos Eletrônicos;50;Loja Virtual
01/03/2024 09:01;Esportes;1292;Parcerias
31/03/2024 12:06;Esportes;21489;Parcerias
07/03/2024 01:51;Calçados;44106;Marketplace
24/03/2024 09:17;Esportes;44931;Loja Virtual
01/03/2024 14:18;Esportes;20409;Loja Virtual
03/03/2024 18:57;Calçados;15889;Parcerias
21/03/2024 00:04;Produtos Eletrônicos;17151;Loja Virtual
13/03/2024 09:38;Casa & Cozinha;44709;Marketplace
06/03/2024 10:27;Acessórios;26835;Loja Virtual
04/03/2024 17:17;Casa & Cozinha;42383;Parcerias
10/03/2024 05:50;Beleza;38373;Loja Virtual
14/03/2024 14:27;Beleza;26961;Loja Virtual
01/03/2024 22:21;Calçados;29294;Parcerias
27/03/2024 02:28;Produtos Eletrônicos;3990;Parcerias
26/03/2024 10:57;Casa & Cozinha;56562;Marketplace
20/03/2024 01:25;Beleza;3781;Loja Virtual
20/03/2024 10:37;Acessórios;54453;Parcerias
14/03/2024 06:36;Roupas;10623;Parcerias
05/03/2024 10:07;Roupas;22675;Parcerias
09/03/2024 18:26;Casa & Cozinha;21106;Parcerias
31/03/2024 16:22;Produtos Eletrônicos;23716;Marketplace
08/03/2024 02:13;Roupas;30045;Loja Virtual
17/03/2024 12:59;Roupas;3871;Marketplace
13/03/2024 02:35;Roupas;1567;Loja Virtual
10/03/2024 14:47;Calçados;40158;Loja Virtual
07/03/2024 21:54;Beleza;61972;Loja Virtual
27/03/2024 10:39;Casa & Cozinha;50917;Loja Virtual
25/03/2024 13:20;Roupas;7215;Marketplace
