Data,Categoria,Receita,Canal de Venda
02/07/2025  09:36:12,Assinaturas,4196.07,Loja Física RJ
02/07/2025  19:52:12,Vendas Online,3466.98,Loja Física RJ
03/07/2025  19:07:09,Assinaturas,3046.97,Site RJ
04/07/2025  03:24:25,Vendas Online,4918.53,Marketplace B
04/07/2025  14:04:22,Vendas Presencial,3310.25,Marketplace B
06/07/2025  03:55:43,Assinaturas,4343.63,Loja Física RJ
06/07/2025  07:40:34,Assinaturas,2999.16,Site RJ
08/07/2025  12:41:05,Serviços,5753.07,Marketplace C
09/07/2025  20:55:47,Serviços,3075.63,Marketplace B
15/07/2025  04:46:21,Serviços,4385.97,Loja Física RJ
15/07/2025  21:08:03,Vendas Online,5282.65,Site RJ
16/07/2025  02:13:43,Serviços,3027.11,Loja Física RJ
21/07/2025  04:46:09,Vendas Online,5137.27,Marketplace B
22/07/2025  00:05:19,Vendas Presencial,5035.49,Loja Física RJ
22/07/2025  06:44:47,Marketplace,3298.44,Marketplace C
25/07/2025  04:41:36,Vendas Presencial,5044.52,Marketplace C
26/07/2025  01:12:01,Marketplace,4887.04,Marketplace C
28/07/2025  23:36:57,Vendas Online,3980.03,Site RJ
30/07/2025  05:02:07,Serviços,4275.53,Site RJ
30/07/2025  07:12:59,Serviços,5436.66,Marketplace B
