Data;Categoria;Receita;Canal de Venda
26/01/2024 11:41;Acessórios;28629;Loja Virtual
07/01/2024 12:39;Acessórios;17962;Loja Virtual
07/01/2024 17:12;Produtos Eletrônicos;6466;Marketplace
03/01/2024 06:38;Esportes;1674;Loja Virtual
17/01/2024 09:45;Calçados;4159;Marketplace
09/01/2024 02:36;Produtos Eletrônicos;24371;Parcerias
17/01/2024 23:38;Casa & Cozinha;50;Loja Virtual
16/01/2024 18:55;Produtos Eletrônicos;78861;Loja Virtual
24/01/2024 11:08;Beleza;17807;Marketplace
06/01/2024 04:43;Produtos Eletrônicos;31996;Parcerias
13/01/2024 07:13;Casa & Cozinha;43308;Marketplace
28/01/2024 13:02;Beleza;8339;Parcerias
17/01/2024 04:01;Esportes;28677;Loja Virtual
15/01/2024 04:21;Roupas;23388;Parcerias
21/01/2024 12:52;Acessórios;15878;Marketplace
11/01/2024 13:57;Casa & Cozinha;31022;Marketplace
06/01/2024 23:35;Esportes;960;Marketplace
31/01/2024 04:36;Calçados;14009;Marketplace
04/01/2024 03:04;Casa & Cozinha;36901;Loja Virtual
26/01/2024 15:02;Roupas;8031;Marketplace
18/01/2024 02:31;Calçados;12289;Loja Virtual
27/01/2024 22:29;Roupas;50;Parcerias
26/01/2024 00:09;Esportes;22665;Loja Virtual
01/01/2024 07:18;Casa & Cozinha;13852;Marketplace
31/01/2024 12:32;Roupas;50;Loja Virtual
09/01/2024 02:33;Acessórios;15256;Parcerias
31/01/2024 09:00;Esportes;36463;Loja Virtual
21/01/2024 04:49;Acessórios;23091;Parcerias
03/01/2024 22:14;Acessórios;4919;Parcerias
