Data,Categoria,Receita,Canal de Venda
01/01/2025  21:59:23,Marketplace,4015.44,Loja Física RJ
02/01/2025  14:12:00,Serviços,3630.58,Marketplace C
03/01/2025  16:23:04,Assinaturas,4304.16,Marketplace C
04/01/2025  19:51:02,Marketplace,4062.9,Marketplace B
05/01/2025  03:38:33,Serviços,2455.89,Site RJ
05/01/2025  10:10:33,Serviços,3008.0,Marketplace B
07/01/2025  05:12:39,Assinaturas,3451.17,Site RJ
10/01/2025  17:52:27,Marketplace,3475.26,Site RJ
11/01/2025  05:45:05,Vendas Presencial,4033.01,Site RJ
12/01/2025  03:06:16,Marketplace,2443.28,Marketplace C
13/01/2025  10:41:23,Vendas Presencial,3331.19,Site RJ
16/01/2025  20:22:01,Marketplace,3374.42,Loja Física RJ
19/01/2025  04:30:31,Serviços,2645.62,Marketplace C
24/01/2025  00:20:55,Assinaturas,3050.12,Site RJ
24/01/2025  07:53:42,Assinaturas,3397.62,Loja Física RJ
24/01/2025  09:26:01,Vendas Online,4057.89,Marketplace C
26/01/2025  13:06:51,Serviços,4127.2,Loja Física RJ
27/01/2025  12:09:17,Marketplace,2289.91,Loja Física RJ
28/01/2025  03:03:19,Vendas Presencial,2811.77,Marketplace C
29/01/2025  03:11:36,Vendas Presencial,2391.57,Site RJ
