Data;Categoria;Receita;Canal de Venda
16/09/2024 04:47;Casa & Cozinha;17771;Loja Virtual
16/09/2024 16:35;Beleza;24994;Parcerias
07/09/2024 17:50;Casa & Cozinha;32233;Loja Virtual
05/09/2024 00:10;Beleza;33989;Marketplace
10/09/2024 16:43;Esportes;47437;Parcerias
11/09/2024 04:51;Produtos Eletrônicos;31771;Marketplace
15/09/2024 06:59;Beleza;28923;Parcerias
03/09/2024 00:19;Acessórios;3016;Marketplace
29/09/2024 11:36;Acessórios;5354;Marketplace
24/09/2024 21:17;Roupas;23922;Parcerias
06/09/2024 06:28;Produtos Eletrônicos;66721;Marketplace
11/09/2024 20:15;Calçados;60224;Parcerias
01/09/2024 10:26;Acessórios;50;Loja Virtual
28/09/2024 04:10;Beleza;6919;Loja Virtual
29/09/2024 13:31;Beleza;4705;Parcerias
03/09/2024 03:27;Produtos Eletrônicos;1363;Loja Virtual
13/09/2024 00:18;Calçados;33329;Loja Virtual
08/09/2024 02:09;Casa & Cozinha;29332;Loja Virtual
02/09/2024 15:16;Roupas;47016;Parcerias
23/09/2024 11:33;Roupas;71401;Loja Virtual
11/09/2024 04:02;Beleza;46227;Parcerias
18/09/2024 05:13;Calçados;6241;Parcerias
20/09/2024 13:55;Roupas;3564;Parcerias
17/09/2024 23:53;Esportes;4485;Marketplace
