Data;Categoria;Receita;Canal de Venda
14/11/2024 04:18;Calçados;35445;Parcerias
12/11/2024 15:42;Casa & Cozinha;30051;Marketplace
15/11/2024 02:22;Beleza;42781;Marketplace
05/11/2024 21:35;Esportes;14357;Loja Virtual
22/11/2024 12:53;Beleza;33517;Marketplace
14/11/2024 02:21;Beleza;51925;Marketplace
10/11/2024 04:51;Calçados;22059;Loja Virtual
17/11/2024 11:49;Beleza;12718;Loja Virtual
06/11/2024 12:43;Esportes;70449;Marketplace
12/11/2024 10:32;Produtos Eletrônicos;33884;Parcerias
24/11/2024 13:38;Casa & Cozinha;46279;Marketplace
21/11/2024 03:38;Esportes;2791;Loja Virtual
20/11/2024 12:58;Beleza;47026;Marketplace
15/11/2024 00:31;Beleza;50;Loja Virtual
06/11/2024 14:00;Acessórios;41815;Marketplace
01/11/2024 15:10;Produtos Eletrônicos;12853;Loja Virtual
14/11/2024 01:19;Roupas;30854;Parcerias
11/11/2024 04:36;Calçados;50;Parcerias
21/11/2024 12:51;Produtos Eletrônicos;36475;Marketplace
18/11/2024 21:25;Acessórios;23456;Loja Virtual
05/11/2024 21:21;Produtos Eletrônicos;13998;Marketplace
27/11/2024 15:02;Calçados;23042;Marketplace
25/11/2024 03:24;Roupas;33364;Marketplace
23/11/2024 16:12;Esportes;8359;Marketplace
29/11/2024 05:19;Produtos Eletrônicos;29156;Marketplace
08/11/2024 06:27;Beleza;50;Marketplace
08/11/2024 19:11;Acessórios;52691;Loja Virtual
05/11/2024 15:12;Acessórios;34331;Loja Virtual
13/11/2024 10:57;Esportes;50;Parcerias
