Data,Categoria,Receita,Canal de Venda
01/06/2025  08:23:08,Vendas Presencial,4803.57,Marketplace C
01/06/2025  19:17:54,Vendas Presencial,4173.86,Site RJ
03/06/2025  07:08:41,Vendas Online,3120.0,Marketplace C
03/06/2025  22:27:21,Vendas Online,4096.26,Marketplace B
06/06/2025  16:08:19,Serviços,3734.36,Site RJ
08/06/2025  13:28:54,Marketplace,3136.83,Site RJ
10/06/2025  02:02:49,Marketplace,4182.41,Marketplace B
11/06/2025  15:02:33,Vendas Presencial,3849.51,Loja Física RJ
12/06/2025  10:50:45,Serviços,3684.58,Marketplace C
13/06/2025  05:56:08,Marketplace,4457.79,Loja Física RJ
14/06/2025  01:20:55,Serviços,3576.24,Loja Física RJ
15/06/2025  12:39:33,Vendas Online,2949.99,Loja Física RJ
18/06/2025  01:38:46,Vendas Presencial,4287.49,Loja Física RJ
24/06/2025  21:17:34,Marketplace,3410.13,Loja Física RJ
26/06/2025  09:23:40,Vendas Presencial,3741.46,Marketplace B
26/06/2025  14:34:28,Marketplace,2924.07,Marketplace C
28/06/2025  05:08:31,Marketplace,5180.81,Marketplace C
28/06/2025  10:04:13,Vendas Online,4871.89,Marketplace C
29/06/2025  06:52:26,Assinaturas,5428.1,Site RJ
30/06/2025  00:56:02,Vendas Online,3738.65,Marketplace B
