Data;Categoria;Receita;Canal de Venda
15/08/2025 05:07;Esportes;40318;Loja Virtual
09/08/2025 10:12;Roupas;29127;Loja Virtual
13/08/2025 06:09;Produtos Eletrônicos;34205;Parcerias
19/08/2025 11:32;Esportes;28625;Marketplace
19/08/2025 15:00;Beleza;10239;Marketplace
21/08/2025 09:20;Esportes;50;Parcerias
03/08/2025 11:22;Produtos Eletrônicos;2057;Loja Virtual
31/08/2025 00:07;Esportes;41043;Loja Virtual
05/08/2025 15:04;Produtos Eletrônicos;44134;Marketplace
11/08/2025 02:31;Casa & Cozinha;24554;Marketplace
05/08/2025 03:33;Beleza;35339;Marketplace
17/08/2025 13:41;Calçados;11222;Parcerias
24/08/2025 19:18;Casa & Cozinha;28897;Loja Virtual
02/08/2025 06:37;Acessórios;32866;Marketplace
18/08/2025 15:23;Roupas;42244;Parcerias
04/08/2025 20:18;Produtos Eletrônicos;54244;Loja Virtual
17/08/2025 12:10;Acessórios;4606;Parcerias
31/08/2025 04:55;Casa & Cozinha;16698;Loja Virtual
11/08/2025 12:11;Casa & Cozinha;1977;Marketplace
22/08/2025 22:44;Casa & Cozinha;22913;Marketplace
02/08/2025 16:03;Beleza;8812;Parcerias
13/08/2025 17:01;Calçados;50;Parcerias
11/08/2025 12:48;Beleza;39014;Loja Virtual
01/08/2025 01:41;Beleza;30993;Marketplace
16/08/2025 01:02;Esportes;43649;Marketplace
05/08/2025 17:52;Esportes;29095;Marketplace
08/08/2025 07:03;Beleza;50;Parcerias
01/08/2025 16:48;Calçados;81293;Marketplace
15/08/2025 09:10;Acessórios;56971;Loja Virtual
