Data;Tipo de Despesa;Valor;Descrição
04/08/2024 01:18;Eventos;31213;Eventos - pagamento referente a Aug 2024
01/08/2024 11:35;Expedição;57989;Expedição - pagamento referente a Aug 2024
12/08/2024 16:57;Energia;270531;Energia - pagamento referente a Aug 2024
28/08/2024 22:20;Expedição;13734;Expedição - pagamento referente a Aug 2024
27/08/2024 10:59;Embalagem;36761;Embalagem - pagamento referente a Aug 2024
31/08/2024 09:30;Manutenção de equipamento;53154;Manutenção de equipamento - pagamento referente a Aug 2024
15/08/2024 17:08;Energia;189767;Energia - pagamento referente a Aug 2024
27/08/2024 18:02;Aluguel;243113;Aluguel - pagamento referente a Aug 2024
20/08/2024 23:57;Embalagem;68078;Embalagem - pagamento referente a Aug 2024
18/08/2024 03:20;Fretes;1519;Fretes - pagamento referente a Aug 2024
13/08/2024 04:48;Compras de equipamentos;17822;Compras de equipamentos - pagamento referente a Aug 2024
07/08/2024 04:15;Devoluções e ressarcimento;106972;Devoluções e ressarcimento - pagamento referente a Aug 2024
25/08/2024 04:27;Folha de pagamento;148274;Folha de pagamento - pagamento referente a Aug 2024
29/08/2024 20:34;Materiais de Limpeza;50;Materiais de Limpeza - pagamento referente a Aug 2024
14/08/2024 19:40;Devoluções e ressarcimento;811;Devoluções e ressarcimento - pagamento referente a Aug 2024
05/08/2024 20:19;Materiais de Escritório;66999;Materiais de Escritório - pagamento referente a Aug 2024
05/08/2024 17:40;Internet;8622;Internet - pagamento referente a Aug 2024
07/08/2024 10:38;Embalagem;44074;Embalagem - pagamento referente a Aug 2024
03/08/2024 16:41;Manutenção predial;31934;Manutenção predial - pagamento referente a Aug 2024
06/08/2024 05:20;Alimentação;334971;Alimentação - pagamento referente a Aug 2024
17/08/2024 13:49;Manutenção predial;50;Manutenção predial - pagamento referente a Aug 2024
06/08/2024 11:32;Sistemas;22490;Sistemas - pagamento referente a Aug 2024
13/08/2024 09:29;Folha de pagamento;352753;Folha de pagamento - pagamento referente a Aug 2024
09/08/2024 20:13;Manutenção predial;25242;Manutenção predial - pagamento referente a Aug 2024
23/08/2024 22:59;Materiais de Limpeza;44414;Materiais de Limpeza - pagamento referente a Aug 2024
31/08/2024 18:09;Manutenção de equipamento;8468;Manutenção de equipamento - pagamento referente a Aug 2024
04/08/2024 08:28;Contabilidade;130881;Contabilidade - pagamento referente a Aug 2024
03/08/2024 09:25;Devoluções e ressarcimento;6111;Devoluções e ressarcimento - pagamento referente a Aug 2024
03/08/2024 01:41;Manutenção predial;4069;Manutenção predial - pagamento referente a Aug 2024
06/08/2024 14:26;Fretes;50;Fretes - pagamento referente a Aug 2024
14/08/2024 07:55;Internet;133524;Internet - pagamento referente a Aug 2024
03/08/2024 04:20;Energia;216277;Energia - pagamento referente a Aug 2024
27/08/2024 03:33;Vale Transporte;113476;Vale Transporte - pagamento referente a Aug 2024
09/08/2024 06:40;Água;199362;Água - pagamento referente a Aug 2024
15/08/2024 14:43;Expedição;11091;Expedição - pagamento referente a Aug 2024
