Data;Tipo de Despesa;Valor;Descrição
19/06/2024 17:50;Folha de pagamento;276034;Folha de pagamento - pagamento referente a Jun 2024
14/06/2024 18:25;Energia;23984;Energia - pagamento referente a Jun 2024
08/06/2024 03:09;Segurança e Monitoramento;269786;Segurança e Monitoramento - pagamento referente a Jun 2024
01/06/2024 06:19;Contabilidade;133822;Contabilidade - pagamento referente a Jun 2024
03/06/2024 13:54;Alimentação;201961;Alimentação - pagamento referente a Jun 2024
26/06/2024 19:29;Expedição;10675;Expedição - pagamento referente a Jun 2024
15/06/2024 18:48;Fretes;9793;Fretes - pagamento referente a Jun 2024
13/06/2024 09:47;Alimentação;316091;Alimentação - pagamento referente a Jun 2024
04/06/2024 16:32;Expedição;8383;Expedição - pagamento referente a Jun 2024
11/06/2024 05:04;Materiais de Limpeza;53982;Materiais de Limpeza - pagamento referente a Jun 2024
14/06/2024 00:29;Energia;167902;Energia - pagamento referente a Jun 2024
25/06/2024 08:18;Sistemas;241548;Sistemas - pagamento referente a Jun 2024
11/06/2024 20:20;Fretes;15015;Fretes - pagamento referente a Jun 2024
17/06/2024 02:19;Fretes;11022;Fretes - pagamento referente a Jun 2024
26/06/2024 08:37;Expedição;16856;Expedição - pagamento referente a Jun 2024
03/06/2024 15:28;Vale Transporte;30088;Vale Transporte - pagamento referente a Jun 2024
03/06/2024 12:55;Folha de pagamento;255212;Folha de pagamento - pagamento referente a Jun 2024
15/06/2024 18:41;Embalagem;15577;Embalagem - pagamento referente a Jun 2024
03/06/2024 20:55;Energia;22734;Energia - pagamento referente a Jun 2024
20/06/2024 19:32;Fretes;76904;Fretes - pagamento referente a Jun 2024
04/06/2024 12:01;Internet;207814;Internet - pagamento referente a Jun 2024
17/06/2024 17:53;Expedição;40043;Expedição - pagamento referente a Jun 2024
22/06/2024 18:41;Eventos;9007;Eventos - pagamento referente a Jun 2024
02/06/2024 01:23;Vale Transporte;212032;Vale Transporte - pagamento referente a Jun 2024
13/06/2024 22:40;Vale Transporte;201007;Vale Transporte - pagamento referente a Jun 2024
03/06/2024 05:49;Devoluções e ressarcimento;84745;Devoluções e ressarcimento - pagamento referente a Jun 2024
01/06/2024 15:47;Internet;322619;Internet - pagamento referente a Jun 2024
06/06/2024 19:09;Materiais de Limpeza;34584;Materiais de Limpeza - pagamento referente a Jun 2024
05/06/2024 12:34;Alimentação;191299;Alimentação - pagamento referente a Jun 2024
28/06/2024 10:36;Manutenção predial;35602;Manutenção predial - pagamento referente a Jun 2024
12/06/2024 23:52;Contabilidade;138612;Contabilidade - pagamento referente a Jun 2024
