Data,Tipo de Despesa,Valor,Descrição
01/02/2025  00:42:05,Folha de pagamento,2535.99,Folha de pagamento - #2809
01/02/2025  02:50:38,Água,1226.35,Água - #5990
01/02/2025  03:25:26,Serviços de terceiros,1232.72,Serviços de terceiros - #1587
02/02/2025  00:54:08,Fretes,2153.02,Fretes - #3793
02/02/2025  16:14:35,Materiais de Limpeza,2457.17,Materiais de Limpeza - #7203
03/02/2025  15:20:15,Fretes,1266.09,Fretes - #6421
06/02/2025  16:54:30,Aluguel,2070.7,Aluguel - #9123
07/02/2025  11:45:26,Fretes,2147.83,Fretes - #5839
07/02/2025  19:12:49,Folha de pagamento,1660.14,Folha de pagamento - #5308
08/02/2025  02:29:28,Energia,1210.7,Energia - #8341
08/02/2025  15:22:42,Expedição,2168.34,Expedição - #7305
09/02/2025  12:44:54,Eventos,1746.33,Eventos - #8835
09/02/2025  20:20:00,Aluguel,2113.08,Aluguel - #9598
10/02/2025  08:29:03,Contabilidade,1113.96,Contabilidade - #2635
11/02/2025  05:07:25,Energia,2215.17,Energia - #7557
11/02/2025  13:47:07,Companhia de mídia,2167.46,Companhia de mídia - #2556
15/02/2025  19:17:56,Folha de pagamento,1064.42,Folha de pagamento - #2522
16/02/2025  03:56:26,Internet,2224.52,Internet - #8220
16/02/2025  14:20:07,Aluguel,2265.0,Aluguel - #9148
18/02/2025  15:58:13,Folha de pagamento,1094.68,Folha de pagamento - #8875
19/02/2025  23:36:14,Serviços de terceiros,1547.68,Serviços de terceiros - #6542
20/02/2025  00:55:43,Serviços de terceiros,1293.51,Serviços de terceiros - #3140
21/02/2025  05:07:08,Companhia de mídia,1683.6,Companhia de mídia - #1960
22/02/2025  14:11:39,Companhia de mídia,1845.29,Companhia de mídia - #7221
22/02/2025  15:09:05,Fretes,1469.83,Fretes - #9383
23/02/2025  22:39:06,Alimentação,2166.93,Alimentação - #8091
24/02/2025  03:57:16,Aluguel,1948.92,Aluguel - #4787
27/02/2025  17:57:39,Folha de pagamento,1494.2,Folha de pagamento - #1894
28/02/2025  01:54:18,Companhia de mídia,2738.89,Companhia de mídia - #6901
28/02/2025  05:06:26,Manutenção de equipamento,1970.48,Manutenção de equipamento - #8908
