Data;Tipo de Despesa;Valor;Descrição
19/12/2024 03:51;Materiais de Escritório;54567;Materiais de Escritório - pagamento referente a Dec 2024
31/12/2024 17:32;Devoluções e ressarcimento;56341;Devoluções e ressarcimento - pagamento referente a Dec 2024
06/12/2024 10:45;Vale Transporte;155003;Vale Transporte - pagamento referente a Dec 2024
30/12/2024 01:17;Materiais de Limpeza;45545;Materiais de Limpeza - pagamento referente a Dec 2024
19/12/2024 23:49;Devoluções e ressarcimento;8541;Devoluções e ressarcimento - pagamento referente a Dec 2024
18/12/2024 16:07;Sistemas;256025;Sistemas - pagamento referente a Dec 2024
15/12/2024 03:49;Alimentação;143746;Alimentação - pagamento referente a Dec 2024
09/12/2024 17:52;Materiais de Escritório;15609;Materiais de Escritório - pagamento referente a Dec 2024
14/12/2024 21:31;Fretes;6265;Fretes - pagamento referente a Dec 2024
07/12/2024 23:37;Expedição;29125;Expedição - pagamento referente a Dec 2024
15/12/2024 18:27;Aluguel;237808;Aluguel - pagamento referente a Dec 2024
13/12/2024 00:47;Segurança e Monitoramento;282332;Segurança e Monitoramento - pagamento referente a Dec 2024
06/12/2024 11:20;Fretes;71637;Fretes - pagamento referente a Dec 2024
06/12/2024 15:40;Materiais de Limpeza;14712;Materiais de Limpeza - pagamento referente a Dec 2024
08/12/2024 17:18;Fretes;34621;Fretes - pagamento referente a Dec 2024
23/12/2024 09:58;Manutenção predial;30652;Manutenção predial - pagamento referente a Dec 2024
30/12/2024 05:35;Devoluções e ressarcimento;50;Devoluções e ressarcimento - pagamento referente a Dec 2024
08/12/2024 09:07;Expedição;11856;Expedição - pagamento referente a Dec 2024
04/12/2024 08:42;Devoluções e ressarcimento;55359;Devoluções e ressarcimento - pagamento referente a Dec 2024
20/12/2024 01:55;Aluguel;91865;Aluguel - pagamento referente a Dec 2024
05/12/2024 22:20;Alimentação;141829;Alimentação - pagamento referente a Dec 2024
12/12/2024 14:39;Manutenção de equipamento;1438;Manutenção de equipamento - pagamento referente a Dec 2024
17/12/2024 20:20;Serviços de terceiros;50;Serviços de terceiros - pagamento referente a Dec 2024
18/12/2024 06:27;Materiais de Limpeza;94002;Materiais de Limpeza - pagamento referente a Dec 2024
20/12/2024 12:37;Expedição;50;Expedição - pagamento referente a Dec 2024
27/12/2024 03:08;Companhia de mídia;54314;Companhia de mídia - pagamento referente a Dec 2024
26/12/2024 07:18;Água;239465;Água - pagamento referente a Dec 2024
16/12/2024 04:12;Serviços de terceiros;5603;Serviços de terceiros - pagamento referente a Dec 2024
16/12/2024 05:05;Aluguel;410591;Aluguel - pagamento referente a Dec 2024
23/12/2024 04:32;Companhia de mídia;34669;Companhia de mídia - pagamento referente a Dec 2024
27/12/2024 01:48;Fretes;3305;Fretes - pagamento referente a Dec 2024
19/12/2024 08:54;Manutenção de equipamento;4581;Manutenção de equipamento - pagamento referente a Dec 2024
20/12/2024 04:36;Companhia de mídia;11115;Companhia de mídia - pagamento referente a Dec 2024
10/12/2024 04:11;Fretes;6919;Fretes - pagamento referente a Dec 2024
27/12/2024 06:51;Manutenção predial;75311;Manutenção predial - pagamento referente a Dec 2024
12/12/2024 17:17;Materiais de Escritório;47694;Materiais de Escritório - pagamento referente a Dec 2024
15/12/2024 08:22;Energia;291942;Energia - pagamento referente a Dec 2024
23/12/2024 06:13;Energia;220482;Energia - pagamento referente a Dec 2024
25/12/2024 07:19;Folha de pagamento;192315;Folha de pagamento - pagamento referente a Dec 2024
06/12/2024 19:08;Segurança e Monitoramento;149843;Segurança e Monitoramento - pagamento referente a Dec 2024
28/12/2024 22:39;Companhia de mídia;7427;Companhia de mídia - pagamento referente a Dec 2024
05/12/2024 22:55;Alimentação;74382;Alimentação - pagamento referente a Dec 2024
03/12/2024 21:08;Sistemas;241413;Sistemas - pagamento referente a Dec 2024
