Data,Tipo de Despesa,Valor,Descrição
01/06/2024  08:13:53,Compras de equipamentos,2342.27,Compras de equipamentos - #3449
02/06/2024  13:23:43,Expedição,1976.34,Expedição - #4891
02/06/2024  20:30:55,Devoluções e ressarcimento,1967.28,Devoluções e ressarcimento - #7081
03/06/2024  11:15:46,Energia,2021.36,Energia - #2698
04/06/2024  22:54:33,Água,2336.14,Água - #3042
05/06/2024  01:18:58,Companhia de mídia,933.53,Companhia de mídia - #8740
05/06/2024  22:30:28,Expedição,1372.39,Expedição - #1086
07/06/2024  11:43:36,Compras de equipamentos,1877.68,Compras de equipamentos - #8218
08/06/2024  09:07:03,Serviços de terceiros,2062.9,Serviços de terceiros - #4906
08/06/2024  09:51:50,Folha de pagamento,1749.98,Folha de pagamento - #8684
08/06/2024  12:05:23,Segurança e Monitoramento,1918.39,Segurança e Monitoramento - #4678
08/06/2024  18:26:11,Embalagem,1352.65,Embalagem - #2402
10/06/2024  12:32:33,Contabilidade,1402.0,Contabilidade - #7859
12/06/2024  02:33:34,Alimentação,2096.06,Alimentação - #9312
13/06/2024  11:16:47,Aluguel,1721.06,Aluguel - #1266
14/06/2024  02:58:14,Folha de pagamento,2283.8,Folha de pagamento - #8391
16/06/2024  19:34:01,Fretes,2415.97,Fretes - #9443
17/06/2024  17:01:24,Companhia de mídia,1672.61,Companhia de mídia - #8702
20/06/2024  04:38:24,Devoluções e ressarcimento,1905.83,Devoluções e ressarcimento - #3527
20/06/2024  09:48:47,Materiais de Limpeza,1033.93,Materiais de Limpeza - #8355
23/06/2024  04:18:27,Vale Transporte,1139.97,Vale Transporte - #1025
24/06/2024  10:08:02,Serviços de terceiros,1701.07,Serviços de terceiros - #6772
24/06/2024  19:33:27,Água,1422.02,Água - #2821
25/06/2024  05:17:28,Folha de pagamento,2411.72,Folha de pagamento - #9410
26/06/2024  19:29:04,Sistemas,1195.93,Sistemas - #2816
27/06/2024  06:51:38,Materiais de Limpeza,1098.97,Materiais de Limpeza - #3267
27/06/2024  20:11:53,Água,1905.49,Água - #8612
27/06/2024  22:49:39,Folha de pagamento,1100.72,Folha de pagamento - #3712
30/06/2024  00:26:03,Devoluções e ressarcimento,1047.12,Devoluções e ressarcimento - #7495
30/06/2024  03:53:45,Aluguel,1673.82,Aluguel - #6493
