Data;Tipo de Despesa;Valor;Descrição
16/08/2025 20:06;Embalagem;14762;Embalagem - pagamento referente a Aug 2025
21/08/2025 10:26;Eventos;26398;Eventos - pagamento referente a Aug 2025
28/08/2025 00:08;Alimentação;211893;Alimentação - pagamento referente a Aug 2025
04/08/2025 11:55;Eventos;43242;Eventos - pagamento referente a Aug 2025
28/08/2025 15:29;Materiais de Escritório;53739;Materiais de Escritório - pagamento referente a Aug 2025
02/08/2025 21:22;Embalagem;59766;Embalagem - pagamento referente a Aug 2025
21/08/2025 17:19;Expedição;24381;Expedição - pagamento referente a Aug 2025
19/08/2025 12:54;Energia;103224;Energia - pagamento referente a Aug 2025
29/08/2025 18:27;Materiais de Limpeza;50;Materiais de Limpeza - pagamento referente a Aug 2025
21/08/2025 12:19;Alimentação;212846;Alimentação - pagamento referente a Aug 2025
07/08/2025 05:25;Sistemas;150928;Sistemas - pagamento referente a Aug 2025
03/08/2025 15:35;Aluguel;175802;Aluguel - pagamento referente a Aug 2025
24/08/2025 09:28;Contabilidade;200244;Contabilidade - pagamento referente a Aug 2025
07/08/2025 04:51;Contabilidade;311217;Contabilidade - pagamento referente a Aug 2025
30/08/2025 08:22;Companhia de mídia;31416;Companhia de mídia - pagamento referente a Aug 2025
18/08/2025 05:49;Expedição;42163;Expedição - pagamento referente a Aug 2025
25/08/2025 12:33;Energia;168946;Energia - pagamento referente a Aug 2025
11/08/2025 21:32;Fretes;31612;Fretes - pagamento referente a Aug 2025
22/08/2025 08:47;Energia;173033;Energia - pagamento referente a Aug 2025
20/08/2025 14:40;Materiais de Limpeza;53358;Materiais de Limpeza - pagamento referente a Aug 2025
28/08/2025 18:03;Sistemas;114791;Sistemas - pagamento referente a Aug 2025
25/08/2025 11:47;Compras de equipamentos;24664;Compras de equipamentos - pagamento referente a Aug 2025
15/08/2025 20:09;Internet;124853;Internet - pagamento referente a Aug 2025
27/08/2025 04:22;Devoluções e ressarcimento;48979;Devoluções e ressarcimento - pagamento referente a Aug 2025
11/08/2025 20:18;Água;32246;Água - pagamento referente a Aug 2025
29/08/2025 02:24;Vale Transporte;41963;Vale Transporte - pagamento referente a Aug 2025
05/08/2025 20:33;Embalagem;30259;Embalagem - pagamento referente a Aug 2025
16/08/2025 00:11;Devoluções e ressarcimento;43945;Devoluções e ressarcimento - pagamento referente a Aug 2025
16/08/2025 17:14;Energia;106391;Energia - pagamento referente a Aug 2025
31/08/2025 22:34;Manutenção predial;50;Manutenção predial - pagamento referente a Aug 2025
31/08/2025 14:26;Internet;319258;Internet - pagamento referente a Aug 2025
26/08/2025 15:19;Materiais de Escritório;50;Materiais de Escritório - pagamento referente a Aug 2025
23/08/2025 05:03;Água;175582;Água - pagamento referente a Aug 2025
09/08/2025 11:23;Materiais de Escritório;25326;Materiais de Escritório - pagamento referente a Aug 2025
07/08/2025 18:36;Materiais de Limpeza;28238;Materiais de Limpeza - pagamento referente a Aug 2025
15/08/2025 09:23;Água;55842;Água - pagamento referente a Aug 2025
05/08/2025 09:00;Compras de equipamentos;43537;Compras de equipamentos - pagamento referente a Aug 2025
20/08/2025 20:25;Fretes;60469;Fretes - pagamento referente a Aug 2025
30/08/2025 08:35;Contabilidade;81208;Contabilidade - pagamento referente a Aug 2025
04/08/2025 08:39;Energia;213633;Energia - pagamento referente a Aug 2025
05/08/2025 16:53;Aluguel;234955;Aluguel - pagamento referente a Aug 2025
03/08/2025 05:21;Embalagem;44998;Embalagem - pagamento referente a Aug 2025
