Data,Tipo de Despesa,Valor,Descrição
02/04/2025  04:36:37,Aluguel,1048.86,Aluguel - #3639
04/04/2025  00:12:33,Energia,1880.86,Energia - #9263
04/04/2025  02:30:42,Segurança e Monitoramento,1152.19,Segurança e Monitoramento - #3135
04/04/2025  04:27:41,Sistemas,971.51,Sistemas - #5155
06/04/2025  05:23:38,Folha de pagamento,1774.06,Folha de pagamento - #2938
08/04/2025  02:32:41,Sistemas,2185.32,Sistemas - #5600
08/04/2025  16:25:22,Materiais de Limpeza,1158.91,Materiais de Limpeza - #6653
09/04/2025  05:33:25,Aluguel,1610.56,Aluguel - #1305
09/04/2025  15:49:14,Sistemas,2096.97,Sistemas - #2373
12/04/2025  01:44:33,Alimentação,1544.35,Alimentação - #8028
13/04/2025  20:13:44,Alimentação,1724.83,Alimentação - #6175
14/04/2025  10:46:07,Expedição,1874.97,Expedição - #8889
14/04/2025  19:09:50,Folha de pagamento,1840.15,Folha de pagamento - #3979
16/04/2025  06:37:10,Expedição,1022.82,Expedição - #7732
16/04/2025  19:00:32,Internet,2160.65,Internet - #3276
17/04/2025  01:57:36,Folha de pagamento,1611.31,Folha de pagamento - #3406
17/04/2025  08:10:46,Embalagem,2126.36,Embalagem - #6614
18/04/2025  00:57:49,Compras de equipamentos,1752.54,Compras de equipamentos - #8069
19/04/2025  05:24:41,Vale Transporte,1331.57,Vale Transporte - #7201
20/04/2025  15:55:30,Folha de pagamento,1030.87,Folha de pagamento - #3794
20/04/2025  18:04:14,Materiais de Escritório,884.73,Materiais de Escritório - #7196
20/04/2025  19:02:56,Internet,1194.1,Internet - #9706
21/04/2025  02:33:16,Energia,843.53,Energia - #7165
21/04/2025  08:53:47,Materiais de Limpeza,953.99,Materiais de Limpeza - #5314
24/04/2025  00:36:33,Aluguel,884.02,Aluguel - #2930
24/04/2025  21:52:18,Devoluções e ressarcimento,2033.83,Devoluções e ressarcimento - #2404
26/04/2025  15:50:49,Folha de pagamento,1922.29,Folha de pagamento - #7246
26/04/2025  23:58:48,Folha de pagamento,1365.04,Folha de pagamento - #2600
27/04/2025  04:38:06,Expedição,1149.06,Expedição - #3906
29/04/2025  17:26:16,Folha de pagamento,2046.75,Folha de pagamento - #4096
