Data,Tipo de Despesa,Valor,Descrição
01/02/2024  05:47:59,Devoluções e ressarcimento,2200.03,Devoluções e ressarcimento - #6442
04/02/2024  08:11:37,Manutenção predial,1266.45,Manutenção predial - #5349
05/02/2024  00:02:15,Companhia de mídia,1093.84,Companhia de mídia - #8784
07/02/2024  13:50:37,Folha de pagamento,2052.94,Folha de pagamento - #6279
07/02/2024  21:15:42,Compras de equipamentos,1621.47,Compras de equipamentos - #2684
08/02/2024  05:51:51,Materiais de Escritório,1658.33,Materiais de Escritório - #3900
08/02/2024  06:52:58,Fretes,1241.61,Fretes - #8541
09/02/2024  02:49:17,Energia,1928.08,Energia - #6753
10/02/2024  11:57:59,Folha de pagamento,2020.99,Folha de pagamento - #1653
10/02/2024  12:35:53,Embalagem,1772.78,Embalagem - #1006
10/02/2024  16:19:42,Expedição,1222.45,Expedição - #7691
12/02/2024  18:35:09,Aluguel,2274.85,Aluguel - #8041
13/02/2024  21:47:57,Sistemas,934.73,Sistemas - #3851
13/02/2024  21:53:34,Embalagem,1085.03,Embalagem - #6425
14/02/2024  21:55:47,Serviços de terceiros,1010.55,Serviços de terceiros - #5065
15/02/2024  21:13:32,Contabilidade,925.09,Contabilidade - #8752
17/02/2024  03:24:57,Sistemas,1354.24,Sistemas - #4114
18/02/2024  13:39:47,Folha de pagamento,1821.01,Folha de pagamento - #3532
20/02/2024  13:22:46,Aluguel,1164.29,Aluguel - #6139
22/02/2024  10:39:20,Sistemas,1587.68,Sistemas - #3041
22/02/2024  20:39:21,Folha de pagamento,1049.66,Folha de pagamento - #2530
23/02/2024  09:35:08,Folha de pagamento,2166.14,Folha de pagamento - #4143
23/02/2024  13:00:33,Folha de pagamento,1849.2,Folha de pagamento - #9821
23/02/2024  13:35:00,Sistemas,1641.98,Sistemas - #2832
24/02/2024  23:42:12,Expedição,2086.79,Expedição - #6967
25/02/2024  07:43:19,Companhia de mídia,2269.03,Companhia de mídia - #4680
26/02/2024  22:06:24,Folha de pagamento,2123.0,Folha de pagamento - #1634
26/02/2024  23:10:42,Companhia de mídia,1340.85,Companhia de mídia - #2389
27/02/2024  07:14:01,Folha de pagamento,2139.64,Folha de pagamento - #4164
29/02/2024  22:57:09,Aluguel,1296.27,Aluguel - #9938
