Data;Tipo de Despesa;Valor;Descrição
14/06/2025 08:53;Contabilidade;122532;Contabilidade - pagamento referente a Jun 2025
22/06/2025 02:16;Segurança e Monitoramento;214392;Segurança e Monitoramento - pagamento referente a Jun 2025
21/06/2025 23:39;Manutenção predial;50;Manutenção predial - pagamento referente a Jun 2025
29/06/2025 23:41;Aluguel;222495;Aluguel - pagamento referente a Jun 2025
22/06/2025 09:44;Contabilidade;275262;Contabilidade - pagamento referente a Jun 2025
27/06/2025 08:12;Internet;192133;Internet - pagamento referente a Jun 2025
18/06/2025 02:36;Alimentação;174013;Alimentação - pagamento referente a Jun 2025
11/06/2025 15:28;Eventos;5259;Eventos - pagamento referente a Jun 2025
22/06/2025 23:21;Devoluções e ressarcimento;32634;Devoluções e ressarcimento - pagamento referente a Jun 2025
19/06/2025 12:49;Segurança e Monitoramento;244199;Segurança e Monitoramento - pagamento referente a Jun 2025
02/06/2025 22:54;Expedição;55564;Expedição - pagamento referente a Jun 2025
13/06/2025 21:07;Aluguel;88834;Aluguel - pagamento referente a Jun 2025
14/06/2025 05:00;Alimentação;182029;Alimentação - pagamento referente a Jun 2025
30/06/2025 08:26;Fretes;50;Fretes - pagamento referente a Jun 2025
24/06/2025 18:31;Expedição;6480;Expedição - pagamento referente a Jun 2025
05/06/2025 05:11;Eventos;50;Eventos - pagamento referente a Jun 2025
21/06/2025 12:27;Aluguel;383275;Aluguel - pagamento referente a Jun 2025
01/06/2025 21:15;Eventos;43582;Eventos - pagamento referente a Jun 2025
10/06/2025 20:09;Manutenção de equipamento;48973;Manutenção de equipamento - pagamento referente a Jun 2025
05/06/2025 21:41;Sistemas;273465;Sistemas - pagamento referente a Jun 2025
26/06/2025 07:45;Materiais de Limpeza;43751;Materiais de Limpeza - pagamento referente a Jun 2025
03/06/2025 23:04;Aluguel;235238;Aluguel - pagamento referente a Jun 2025
18/06/2025 17:09;Folha de pagamento;208336;Folha de pagamento - pagamento referente a Jun 2025
18/06/2025 02:19;Expedição;11151;Expedição - pagamento referente a Jun 2025
07/06/2025 13:57;Compras de equipamentos;22983;Compras de equipamentos - pagamento referente a Jun 2025
03/06/2025 02:03;Água;278541;Água - pagamento referente a Jun 2025
29/06/2025 17:30;Contabilidade;309131;Contabilidade - pagamento referente a Jun 2025
24/06/2025 09:08;Compras de equipamentos;19265;Compras de equipamentos - pagamento referente a Jun 2025
12/06/2025 12:14;Manutenção predial;33131;Manutenção predial - pagamento referente a Jun 2025
17/06/2025 02:25;Compras de equipamentos;33057;Compras de equipamentos - pagamento referente a Jun 2025
01/06/2025 18:38;Materiais de Escritório;28435;Materiais de Escritório - pagamento referente a Jun 2025
22/06/2025 18:54;Materiais de Escritório;5285;Materiais de Escritório - pagamento referente a Jun 2025
27/06/2025 02:47;Contabilidade;144948;Contabilidade - pagamento referente a Jun 2025
30/06/2025 01:35;Materiais de Escritório;35598;Materiais de Escritório - pagamento referente a Jun 2025
10/06/2025 19:04;Segurança e Monitoramento;7436;Segurança e Monitoramento - pagamento referente a Jun 2025
15/06/2025 20:35;Vale Transporte;111713;Vale Transporte - pagamento referente a Jun 2025
22/06/2025 05:48;Contabilidade;203909;Contabilidade - pagamento referente a Jun 2025
30/06/2025 16:06;Manutenção de equipamento;90994;Manutenção de equipamento - pagamento referente a Jun 2025
15/06/2025 05:11;Manutenção predial;31015;Manutenção predial - pagamento referente a Jun 2025
01/06/2025 14:45;Folha de pagamento;380195;Folha de pagamento - pagamento referente a Jun 2025
16/06/2025 17:06;Materiais de Limpeza;14966;Materiais de Limpeza - pagamento referente a Jun 2025
29/06/2025 17:12;Materiais de Limpeza;50;Materiais de Limpeza - pagamento referente a Jun 2025
19/06/2025 18:23;Embalagem;5438;Embalagem - pagamento referente a Jun 2025
15/06/2025 14:22;Vale Transporte;93278;Vale Transporte - pagamento referente a Jun 2025
16/06/2025 05:34;Contabilidade;24758;Contabilidade - pagamento referente a Jun 2025
20/06/2025 02:53;Contabilidade;225583;Contabilidade - pagamento referente a Jun 2025
28/06/2025 16:40;Manutenção predial;29509;Manutenção predial - pagamento referente a Jun 2025
24/06/2025 12:50;Materiais de Escritório;51335;Materiais de Escritório - pagamento referente a Jun 2025
10/06/2025 19:05;Fretes;64607;Fretes - pagamento referente a Jun 2025
13/06/2025 12:52;Aluguel;245113;Aluguel - pagamento referente a Jun 2025
