Data;Tipo de Despesa;Valor;Descrição
19/01/2024 19:02;Energia;500;Energia - pagamento referente a Jan 2024
19/01/2024 15:15;Devoluções e ressarcimento;45292;Devoluções e ressarcimento - pagamento referente a Jan 2024
09/01/2024 14:15;Energia;161666;Energia - pagamento referente a Jan 2024
02/01/2024 23:20;Folha de pagamento;14839;Folha de pagamento - pagamento referente a Jan 2024
01/01/2024 14:39;Sistemas;40994;Sistemas - pagamento referente a Jan 2024
06/01/2024 13:31;Segurança e Monitoramento;104303;Segurança e Monitoramento - pagamento referente a Jan 2024
15/01/2024 17:06;Materiais de Limpeza;25359;Materiais de Limpeza - pagamento referente a Jan 2024
25/01/2024 05:34;Compras de equipamentos;50;Compras de equipamentos - pagamento referente a Jan 2024
22/01/2024 13:22;Companhia de mídia;53282;Companhia de mídia - pagamento referente a Jan 2024
27/01/2024 02:48;Contabilidade;259077;Contabilidade - pagamento referente a Jan 2024
18/01/2024 14:08;Internet;278044;Internet - pagamento referente a Jan 2024
01/01/2024 03:59;Vale Transporte;43226;Vale Transporte - pagamento referente a Jan 2024
17/01/2024 05:32;Sistemas;19892;Sistemas - pagamento referente a Jan 2024
26/01/2024 03:15;Segurança e Monitoramento;226501;Segurança e Monitoramento - pagamento referente a Jan 2024
30/01/2024 00:38;Devoluções e ressarcimento;35222;Devoluções e ressarcimento - pagamento referente a Jan 2024
06/01/2024 01:32;Internet;323043;Internet - pagamento referente a Jan 2024
26/01/2024 13:12;Sistemas;28248;Sistemas - pagamento referente a Jan 2024
08/01/2024 00:04;Materiais de Limpeza;3859;Materiais de Limpeza - pagamento referente a Jan 2024
09/01/2024 16:55;Companhia de mídia;27109;Companhia de mídia - pagamento referente a Jan 2024
05/01/2024 21:30;Internet;213709;Internet - pagamento referente a Jan 2024
13/01/2024 03:56;Alimentação;325171;Alimentação - pagamento referente a Jan 2024
03/01/2024 19:04;Alimentação;197134;Alimentação - pagamento referente a Jan 2024
12/01/2024 14:57;Fretes;12004;Fretes - pagamento referente a Jan 2024
28/01/2024 20:19;Materiais de Limpeza;3557;Materiais de Limpeza - pagamento referente a Jan 2024
31/01/2024 02:05;Devoluções e ressarcimento;34922;Devoluções e ressarcimento - pagamento referente a Jan 2024
05/01/2024 23:59;Manutenção predial;13077;Manutenção predial - pagamento referente a Jan 2024
11/01/2024 03:18;Internet;151863;Internet - pagamento referente a Jan 2024
11/01/2024 08:13;Embalagem;32176;Embalagem - pagamento referente a Jan 2024
02/01/2024 07:04;Folha de pagamento;58957;Folha de pagamento - pagamento referente a Jan 2024
10/01/2024 06:03;Materiais de Escritório;39041;Materiais de Escritório - pagamento referente a Jan 2024
01/01/2024 18:35;Manutenção predial;56428;Manutenção predial - pagamento referente a Jan 2024
14/01/2024 21:37;Compras de equipamentos;50548;Compras de equipamentos - pagamento referente a Jan 2024
04/01/2024 07:14;Embalagem;18484;Embalagem - pagamento referente a Jan 2024
21/01/2024 09:29;Energia;207341;Energia - pagamento referente a Jan 2024
15/01/2024 23:03;Materiais de Limpeza;902;Materiais de Limpeza - pagamento referente a Jan 2024
22/01/2024 22:31;Segurança e Monitoramento;280283;Segurança e Monitoramento - pagamento referente a Jan 2024
08/01/2024 01:15;Manutenção predial;50;Manutenção predial - pagamento referente a Jan 2024
10/01/2024 13:44;Materiais de Escritório;2820;Materiais de Escritório - pagamento referente a Jan 2024
13/01/2024 00:24;Fretes;63906;Fretes - pagamento referente a Jan 2024
17/01/2024 19:12;Expedição;50564;Expedição - pagamento referente a Jan 2024
08/01/2024 08:25;Manutenção de equipamento;22525;Manutenção de equipamento - pagamento referente a Jan 2024
18/01/2024 00:05;Alimentação;111493;Alimentação - pagamento referente a Jan 2024
21/01/2024 03:03;Embalagem;2227;Embalagem - pagamento referente a Jan 2024
23/01/2024 09:25;Materiais de Limpeza;50;Materiais de Limpeza - pagamento referente a Jan 2024
19/01/2024 15:32;Compras de equipamentos;39035;Compras de equipamentos - pagamento referente a Jan 2024
15/01/2024 00:46;Água;348182;Água - pagamento referente a Jan 2024
28/01/2024 12:57;Internet;265002;Internet - pagamento referente a Jan 2024
31/01/2024 06:59;Segurança e Monitoramento;175912;Segurança e Monitoramento - pagamento referente a Jan 2024
09/01/2024 21:31;Materiais de Escritório;20373;Materiais de Escritório - pagamento referente a Jan 2024
28/01/2024 10:04;Alimentação;225927;Alimentação - pagamento referente a Jan 2024
