Data;Tipo de Despesa;Valor;Descrição
02/11/2024 20:00;Internet;142972;Internet - pagamento referente a Nov 2024
20/11/2024 04:19;Eventos;50;Eventos - pagamento referente a Nov 2024
24/11/2024 12:20;Sistemas;180774;Sistemas - pagamento referente a Nov 2024
30/11/2024 08:57;Manutenção predial;61152;Manutenção predial - pagamento referente a Nov 2024
26/11/2024 12:05;Serviços de terceiros;26391;Serviços de terceiros - pagamento referente a Nov 2024
13/11/2024 12:24;Devoluções e ressarcimento;16414;Devoluções e ressarcimento - pagamento referente a Nov 2024
03/11/2024 00:19;Expedição;20629;Expedição - pagamento referente a Nov 2024
22/11/2024 17:21;Contabilidade;137775;Contabilidade - pagamento referente a Nov 2024
21/11/2024 08:50;Devoluções e ressarcimento;48042;Devoluções e ressarcimento - pagamento referente a Nov 2024
21/11/2024 20:48;Energia;19738;Energia - pagamento referente a Nov 2024
24/11/2024 17:57;Manutenção predial;44828;Manutenção predial - pagamento referente a Nov 2024
17/11/2024 13:06;Energia;171123;Energia - pagamento referente a Nov 2024
03/11/2024 15:54;Materiais de Limpeza;32661;Materiais de Limpeza - pagamento referente a Nov 2024
08/11/2024 02:21;Eventos;53392;Eventos - pagamento referente a Nov 2024
12/11/2024 17:05;Eventos;58983;Eventos - pagamento referente a Nov 2024
14/11/2024 09:30;Energia;273922;Energia - pagamento referente a Nov 2024
01/11/2024 06:37;Serviços de terceiros;21433;Serviços de terceiros - pagamento referente a Nov 2024
13/11/2024 10:18;Materiais de Limpeza;50;Materiais de Limpeza - pagamento referente a Nov 2024
10/11/2024 13:24;Energia;249275;Energia - pagamento referente a Nov 2024
12/11/2024 08:15;Materiais de Limpeza;25377;Materiais de Limpeza - pagamento referente a Nov 2024
26/11/2024 22:46;Compras de equipamentos;2236;Compras de equipamentos - pagamento referente a Nov 2024
11/11/2024 19:24;Embalagem;12391;Embalagem - pagamento referente a Nov 2024
24/11/2024 11:03;Companhia de mídia;73807;Companhia de mídia - pagamento referente a Nov 2024
23/11/2024 06:30;Internet;248481;Internet - pagamento referente a Nov 2024
08/11/2024 11:35;Companhia de mídia;1774;Companhia de mídia - pagamento referente a Nov 2024
06/11/2024 13:28;Materiais de Escritório;41107;Materiais de Escritório - pagamento referente a Nov 2024
15/11/2024 10:27;Materiais de Limpeza;50;Materiais de Limpeza - pagamento referente a Nov 2024
04/11/2024 04:19;Serviços de terceiros;56225;Serviços de terceiros - pagamento referente a Nov 2024
13/11/2024 22:50;Contabilidade;25704;Contabilidade - pagamento referente a Nov 2024
05/11/2024 08:19;Devoluções e ressarcimento;38153;Devoluções e ressarcimento - pagamento referente a Nov 2024
06/11/2024 21:37;Serviços de terceiros;16887;Serviços de terceiros - pagamento referente a Nov 2024
05/11/2024 02:10;Água;99911;Água - pagamento referente a Nov 2024
23/11/2024 02:05;Contabilidade;10223;Contabilidade - pagamento referente a Nov 2024
07/11/2024 22:56;Devoluções e ressarcimento;50;Devoluções e ressarcimento - pagamento referente a Nov 2024
26/11/2024 10:55;Aluguel;113515;Aluguel - pagamento referente a Nov 2024
17/11/2024 08:52;Água;215847;Água - pagamento referente a Nov 2024
26/11/2024 10:36;Sistemas;179602;Sistemas - pagamento referente a Nov 2024
08/11/2024 18:53;Serviços de terceiros;50;Serviços de terceiros - pagamento referente a Nov 2024
20/11/2024 12:49;Aluguel;301724;Aluguel - pagamento referente a Nov 2024
25/11/2024 08:06;Energia;256877;Energia - pagamento referente a Nov 2024
15/11/2024 18:15;Alimentação;154107;Alimentação - pagamento referente a Nov 2024
16/11/2024 19:39;Fretes;16932;Fretes - pagamento referente a Nov 2024
30/11/2024 02:19;Manutenção predial;20714;Manutenção predial - pagamento referente a Nov 2024
10/11/2024 21:52;Energia;156251;Energia - pagamento referente a Nov 2024
03/11/2024 19:18;Alimentação;23915;Alimentação - pagamento referente a Nov 2024
22/11/2024 01:11;Embalagem;50;Embalagem - pagamento referente a Nov 2024
09/11/2024 01:59;Manutenção de equipamento;57288;Manutenção de equipamento - pagamento referente a Nov 2024
29/11/2024 16:58;Alimentação;320319;Alimentação - pagamento referente a Nov 2024
17/11/2024 05:43;Internet;175236;Internet - pagamento referente a Nov 2024
